City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
216,Kutum,14.2,24.6667,82.94,42,20,3.91,SD,2021-09-08 08:17:31
217,Puerto Carreno,6.189,-67.4859,74.34,94,100,3.18,CO,2021-09-08 08:12:45
218,Vila Franca Do Campo,37.7167,-25.4333,68.41,83,100,2.06,PT,2021-09-08 08:17:31
219,Tambura,5.6,27.4667,80.31,63,73,4.5,SS,2021-09-08 08:17:32
220,Kauhajoki,62.4333,22.1833,58.98,93,100,10.45,FI,2021-09-08 08:17:32
221,Porto Nacional,-10.7081,-48.4172,75.2,48,29,5.59,BR,2021-09-08 08:17:32
222,Castro,-24.7911,-50.0119,56.8,96,88,6.67,BR,2021-09-08 08:17:33
223,Alibag,18.6411,72.8792,84.18,95,100,17.0,IN,2021-09-08 08:17:33
224,Suoyarvi,62.0833,32.35,54.55,93,100,9.42,RU,2021-09-08 08:17:34
225,Cayeli,41.0923,40.7292,66.94,89,100,4.29,TR,2021-09-08 08:17:34
226,Jaszszentlaszlo,46.5668,19.7607,72.95,58,0,4.27,HU,2021-09-08 08:17:34
227,Bathsheba,13.2167,-59.5167,83.01,78,40,12.66,BB,2021-09-08 08:17:35
228,Mastic Beach,40.7668,-72.8521,71.98,86,1,10.0,US,2021-09-08 08:17:35
229,Amapa,1.0,-52.0,69.73,100,100,0.43,BR,2021-09-08 08:13:15
230,Iqaluit,63.7506,-68.5145,33.53,86,1,3.44,CA,2021-09-08 08:17:35
231,Tatawin,32.9297,10.4518,79.68,55,5,3.33,TN,2021-09-08 08:17:36
232,Hofn,64.2539,-15.2082,46.42,93,90,6.91,IS,2021-09-08 08:17:36
233,Opuwo,-18.0607,13.84,81.34,13,1,3.94,NA,2021-09-08 08:17:37
234,El Alto,-4.2714,-81.2147,62.33,83,10,15.28,PE,2021-09-08 08:17:37
235,Raudeberg,61.9875,5.1352,60.4,94,100,3.0,NO,2021-09-08 08:17:37
236,Sept-Iles,50.2001,-66.3821,51.06,95,1,2.3,CA,2021-09-08 08:17:38
237,La Asuncion,11.0333,-63.8628,79.43,88,98,11.61,VE,2021-09-08 08:14:59
238,Santa Rosa,14.3122,121.1114,77.86,89,100,24.16,PH,2021-09-08 08:17:38
239,Saint-Francois,46.4154,3.9054,71.19,73,0,2.3,FR,2021-09-08 08:17:38
240,Port-Gentil,-0.7193,8.7815,77.29,79,37,8.14,GA,2021-09-08 08:14:16
241,Wismar,53.9,11.4667,67.12,84,43,3.0,DE,2021-09-08 08:17:39
242,Ndende,-2.4008,11.3581,82.29,57,33,2.24,GA,2021-09-08 08:17:39
243,Awbari,26.5921,12.7805,84.33,38,0,12.8,LY,2021-09-08 08:17:40
244,Banda Aceh,5.5577,95.3222,83.39,68,100,15.73,ID,2021-09-08 08:17:40
245,Pedasi,7.5333,-80.0333,78.08,85,100,5.28,PA,2021-09-08 08:17:41
246,Axim,4.8699,-2.2405,78.78,80,99,5.99,GH,2021-09-08 08:17:41
247,Tessalit,20.1986,1.0114,92.17,23,9,8.72,ML,2021-09-08 08:17:41
248,Mizdah,31.4451,12.9801,74.41,53,0,5.95,LY,2021-09-08 08:17:42
249,Lexington,37.9887,-84.4777,65.89,82,1,6.91,US,2021-09-08 08:13:03
250,Sahawar,27.8,78.85,89.28,60,89,14.34,IN,2021-09-08 08:17:42
251,Turbat,26.0023,63.044,104.52,20,100,7.72,PK,2021-09-08 08:17:42
252,Andujar,38.0392,-4.0508,73.71,74,22,7.52,ES,2021-09-08 08:17:43
253,Robe,-37.1833,139.75,57.78,77,15,15.61,AU,2021-09-08 08:17:43
254,Lagoa,39.05,-27.9833,69.67,84,100,10.63,PT,2021-09-08 08:13:46
255,Sassandra,4.95,-6.0833,76.64,87,82,3.36,CI,2021-09-08 08:17:44
256,Vikindu,-7.0067,39.2985,84.07,53,89,11.63,TZ,2021-09-08 08:17:44
257,Sistranda,63.7256,8.834,53.91,94,100,9.28,NO,2021-09-08 08:17:44
258,Agirish,61.9247,63.0231,42.03,83,99,8.08,RU,2021-09-08 08:17:45
259,Thinadhoo,0.5333,72.9333,82.81,71,95,7.45,MV,2021-09-08 08:17:45
260,Tonantins,-2.8731,-67.8022,71.67,99,100,2.64,BR,2021-09-08 08:17:45
261,Parabel,58.6978,81.4825,63.23,47,100,1.63,RU,2021-09-08 08:17:46
262,Skowhegan,44.7651,-69.7192,58.1,98,3,0.92,US,2021-09-08 08:17:46
263,Adrar,20.5022,-10.0711,90.14,25,1,6.91,MR,2021-09-08 08:17:46
264,Garowe,8.4054,48.4845,86.56,42,78,25.55,SO,2021-09-08 08:17:47
265,Rodrigues Alves,-7.738,-72.6509,72.28,87,1,1.12,BR,2021-09-08 08:17:47
266,Sao Joao Da Barra,-21.6403,-41.0511,69.84,81,100,12.97,BR,2021-09-08 08:17:48
267,Mattru,7.6244,-11.8332,74.44,95,39,1.99,SL,2021-09-08 08:17:48
268,Muscat,23.6139,58.5922,95.02,52,100,7.02,OM,2021-09-08 08:17:48
269,Ust-Tsilma,65.441,52.1498,45.18,65,100,9.8,RU,2021-09-08 08:17:49
270,Marawi,7.9986,124.2928,71.65,82,99,6.85,PH,2021-09-08 08:17:49
271,Tutoia,-2.7619,-42.2744,77.67,86,98,11.99,BR,2021-09-08 08:17:49
272,Mumford,5.2618,-0.759,76.86,85,99,7.4,GH,2021-09-08 08:17:50
273,Berlevag,70.8578,29.0864,40.95,75,75,8.05,NO,2021-09-08 08:17:50
274,Morros,-9.4467,-46.3003,71.89,38,75,5.06,BR,2021-09-08 08:17:51
275,Shache,38.4167,77.2406,93.49,11,0,8.25,CN,2021-09-08 08:17:51
276,Loubomo,-4.1997,12.6739,80.1,52,100,2.28,CG,2021-09-08 08:17:51
277,Albany,42.6001,-73.9662,65.68,88,13,5.1,US,2021-09-08 08:15:46
278,Olinda,-8.0089,-34.8553,74.93,69,75,11.5,BR,2021-09-08 08:17:52
279,Grand Gaube,-20.0064,57.6608,73.8,71,42,10.0,MU,2021-09-08 08:17:52
280,Wake Forest,35.9799,-78.5097,74.25,93,1,1.99,US,2021-09-08 08:17:52
281,Lubawa,53.5043,19.7497,65.41,57,9,6.22,PL,2021-09-08 08:17:53
282,Guisa,20.255,-76.5386,73.71,93,5,3.91,CU,2021-09-08 08:17:53
283,Bundibugyo,0.7414,30.0417,72.72,83,93,2.06,UG,2021-09-08 08:17:54
284,Plettenberg Bay,-34.0527,23.3716,65.12,41,35,3.74,ZA,2021-09-08 08:17:54
285,Marigot,18.0667,-63.0833,81.75,83,20,3.44,MF,2021-09-08 08:17:54
286,Luanda,-8.8368,13.2343,71.6,94,90,8.05,AO,2021-09-08 08:17:55
287,Sinnamary,5.3833,-52.95,78.17,86,99,8.08,GF,2021-09-08 08:17:55
288,Weligama,5.9667,80.4167,84.97,68,13,12.62,LK,2021-09-08 08:17:55
289,Harwich,51.9419,1.2844,72.54,82,46,10.16,GB,2021-09-08 08:17:56
290,Tokat,40.4167,36.5833,53.76,36,0,5.3,TR,2021-09-08 08:17:56
291,Atar,20.5169,-13.0499,91.15,35,2,4.23,MR,2021-09-08 08:17:56
292,Tukrah,32.5341,20.5791,80.31,53,0,12.46,LY,2021-09-08 08:17:57
293,Presidente Epitacio,-21.7633,-52.1156,75.36,30,23,6.93,BR,2021-09-08 08:17:57
294,Antalaha,-14.9003,50.2788,75.97,65,24,10.83,MG,2021-09-08 08:17:57
295,Lieksa,63.3167,30.0167,56.53,84,100,16.4,FI,2021-09-08 08:17:58
296,Macau,22.2006,113.5461,91.8,70,20,6.91,MO,2021-09-08 08:17:58
297,Grindavik,63.8424,-22.4338,46.87,93,75,4.61,IS,2021-09-08 08:13:15
298,Monrovia,6.3005,-10.7969,76.37,89,50,4.85,LR,2021-09-08 08:17:59
299,Annau,37.8876,58.516,85.5,28,75,18.41,TM,2021-09-08 08:17:59
300,Buchanan,5.8808,-10.0467,76.86,88,55,4.03,LR,2021-09-08 08:17:59
301,Malatya,38.5,38.0,80.65,23,0,4.61,TR,2021-09-08 08:18:00
302,Divo,5.8397,-5.36,75.81,86,76,1.59,CI,2021-09-08 08:18:00
303,Beloha,-25.1667,45.05,81.86,32,0,7.7,MG,2021-09-08 08:18:01
304,Kalundborg,55.6795,11.0886,67.12,89,44,12.06,DK,2021-09-08 08:18:01
305,Tallahassee,30.4383,-84.2807,76.93,96,1,4.61,US,2021-09-08 08:16:19
306,Sokolo,14.7328,-6.1219,83.5,60,17,12.26,ML,2021-09-08 08:18:01
307,Jijiga,9.35,42.8,72.09,63,84,18.81,ET,2021-09-08 08:18:02
308,Sarakhs,36.5449,61.1577,93.34,27,0,27.63,IR,2021-09-08 08:18:02
309,Husavik,66.0449,-17.3389,39.11,75,61,5.01,IS,2021-09-08 08:18:03
310,Sawakin,19.1059,37.3321,102.33,29,77,6.31,SD,2021-09-08 08:18:03
311,Limbe,4.0242,9.2149,79.7,78,99,3.62,CM,2021-09-08 08:18:03
312,Campagna,40.6653,15.1059,77.61,50,0,5.01,IT,2021-09-08 08:18:04
313,Rio Grande,-32.035,-52.0986,59.95,95,100,33.6,BR,2021-09-08 08:18:04
314,Olavarria,-36.8927,-60.3225,50.31,95,100,18.3,AR,2021-09-08 08:18:04
315,Samana,19.2056,-69.3369,77.52,88,9,4.29,DO,2021-09-08 08:18:05
316,Matara,5.9485,80.5353,85.93,66,12,13.38,LK,2021-09-08 08:18:05
317,Tyup,42.7276,78.3648,80.1,20,0,8.66,KG,2021-09-08 08:18:06
318,Worcester,42.3334,-71.8328,60.85,90,20,6.91,US,2021-09-08 08:18:06
319,Porto Santo,33.072,-16.3415,75.58,73,20,4.61,PT,2021-09-08 08:18:07
320,Vincennes,48.85,2.4333,71.89,63,0,1.01,FR,2021-09-08 08:18:07
321,San Ramon,37.7799,-121.978,76.5,61,1,0.0,US,2021-09-08 08:18:07
322,Petauke,-14.2426,31.3253,82.72,23,0,9.84,ZM,2021-09-08 08:18:08
323,Taltal,-25.4,-70.4833,55.26,70,0,3.62,CL,2021-09-08 08:18:08
324,Araripe,-7.2125,-40.0461,64.53,82,25,7.47,BR,2021-09-08 08:18:08
325,Chukhloma,58.7525,42.6825,52.57,90,100,10.76,RU,2021-09-08 08:18:09
326,San Borja,-14.8167,-66.85,75.58,65,69,3.04,BO,2021-09-08 08:18:09
327,Pafos,34.7667,32.4167,87.22,61,20,9.22,CY,2021-09-08 08:17:04
328,Aqtobe,50.2797,57.2072,60.89,31,0,13.42,KZ,2021-09-08 08:18:10
329,Tucurui,-3.7661,-49.6725,71.78,98,16,3.33,BR,2021-09-08 08:18:10
330,Paamiut,61.994,-49.6678,43.88,81,96,7.94,GL,2021-09-08 08:18:10
331,Asosa,10.0667,34.5333,61.66,96,100,0.98,ET,2021-09-08 08:18:11
332,Matveyevka,52.15,56.1833,59.95,33,6,15.93,RU,2021-09-08 08:18:11
333,Cairo,30.0626,31.2497,90.36,37,0,9.22,EG,2021-09-08 08:18:11
334,Krasnoselkup,65.7,82.4667,47.52,93,100,5.32,RU,2021-09-08 08:18:12
335,Dimbokro,6.6451,-4.7048,76.26,86,86,3.11,CI,2021-09-08 08:18:12
336,Tomaszow Mazowiecki,51.5313,20.0086,69.49,58,13,3.87,PL,2021-09-08 08:17:23
337,Parana,-31.732,-60.5238,55.56,96,100,15.01,AR,2021-09-08 08:18:12
338,Teya,60.3778,92.6267,64.18,46,100,5.03,RU,2021-09-08 08:18:13
339,Chlorakas,34.8042,32.4083,86.54,62,20,9.22,CY,2021-09-08 08:18:13
340,Idil,37.3411,41.8895,94.93,14,0,5.75,TR,2021-09-08 08:18:14
341,Osakarovka,50.565,72.5692,63.68,51,86,20.47,KZ,2021-09-08 08:18:14
342,Sesvete,45.8311,16.1164,71.8,52,0,4.61,HR,2021-09-08 08:18:14
343,Kita,13.0349,-9.4895,76.91,79,9,3.6,ML,2021-09-08 08:18:15
344,Margate,51.3813,1.3862,71.89,82,29,11.36,GB,2021-09-08 08:18:15
345,Sembe,1.6481,14.5806,79.52,73,86,3.87,CG,2021-09-08 08:18:15
346,Rio Gallegos,-51.6226,-69.2181,46.45,57,40,16.11,AR,2021-09-08 08:18:16
347,Bamako,12.65,-8.0,79.21,94,20,3.44,ML,2021-09-08 08:17:29
348,Nynashamn,58.9034,17.9479,62.82,81,100,15.48,SE,2021-09-08 08:18:16
349,Strezhevoy,60.7333,77.5889,48.18,53,92,6.11,RU,2021-09-08 08:18:17
350,Manitouwadge,49.1215,-85.8403,56.12,99,100,6.71,CA,2021-09-08 08:18:17
351,Phalodi,27.1333,72.3667,97.99,41,65,10.27,IN,2021-09-08 08:18:17
352,Oksfjord,70.2396,22.3479,48.38,87,97,4.68,NO,2021-09-08 08:18:18
353,Copiapo,-27.3667,-70.3333,44.29,61,2,1.21,CL,2021-09-08 08:18:18
354,Slatina,44.4333,24.3667,70.45,41,40,9.4,RO,2021-09-08 08:18:18
355,Otjimbingwe,-22.35,16.1333,78.04,12,5,11.16,NA,2021-09-08 08:18:19
356,Findlay,41.0442,-83.6499,70.72,73,90,12.66,US,2021-09-08 08:17:01
357,Tazovskiy,67.4667,78.7,49.89,65,91,2.21,RU,2021-09-08 08:18:19
358,Ilo,-17.6394,-71.3375,58.68,86,83,9.44,PE,2021-09-08 08:18:20
359,Ancud,-41.8697,-73.8203,45.43,90,28,4.5,CL,2021-09-08 08:18:20
360,Eyl,7.9803,49.8164,88.59,47,73,26.28,SO,2021-09-08 08:18:20
361,Sharjah,25.3573,55.4033,106.09,24,0,5.75,AE,2021-09-08 08:18:21
362,Strathpeffer,57.588,-4.5382,63.7,92,93,2.33,GB,2021-09-08 08:18:21
363,Umtata,-31.5889,28.7844,55.96,67,0,2.3,ZA,2021-09-08 08:18:21
364,Songadh,21.1667,73.5667,84.18,84,100,11.16,IN,2021-09-08 08:18:22
365,San Antonio,29.4241,-98.4936,79.18,84,1,0.0,US,2021-09-08 08:17:43
366,Terra Santa,-2.1042,-56.4869,75.38,73,92,3.0,BR,2021-09-08 08:18:22
367,Chancay,-11.5714,-77.2672,60.31,92,98,6.33,PE,2021-09-08 08:18:23
368,Iquique,-20.2208,-70.1431,59.04,77,66,6.93,CL,2021-09-08 08:16:44
369,Pryozerne,45.2698,36.3303,67.69,41,0,21.74,UA,2021-09-08 08:18:23
370,Lodja,-3.4833,23.4333,81.75,59,92,4.43,CD,2021-09-08 08:18:24
371,Santiago Del Estero,-27.7951,-64.2615,54.81,50,99,25.19,AR,2021-09-08 08:18:08
372,Siilinjarvi,63.0833,27.6667,57.22,82,75,12.66,FI,2021-09-08 08:18:24
373,Kibiti,-7.7218,38.9375,88.47,40,55,7.0,TZ,2021-09-08 08:18:24
374,Kodino,63.7198,39.6447,49.73,97,100,7.7,RU,2021-09-08 08:18:25
375,Labrea,-7.2586,-64.7981,77.7,66,39,2.57,BR,2021-09-08 08:18:25
376,Yafran,32.0633,12.5286,70.92,62,15,7.38,LY,2021-09-08 08:18:26
377,Burgeo,47.6167,-57.6152,58.59,92,6,13.49,CA,2021-09-08 08:15:20
378,Gummidipundi,13.4,80.15,93.2,45,99,12.93,IN,2021-09-08 08:18:26
379,Point Pedro,9.8167,80.2333,85.15,68,14,18.7,LK,2021-09-08 08:18:26
380,El Tigre,8.8875,-64.2454,73.22,92,98,6.62,VE,2021-09-08 08:18:27
381,Janauba,-15.8025,-43.3089,68.38,73,10,5.73,BR,2021-09-08 08:18:27
382,Koping,59.514,15.9926,68.18,75,100,12.91,SE,2021-09-08 08:18:28
383,Tabas,33.5959,56.9244,94.1,10,0,1.77,IR,2021-09-08 08:18:28
384,Kabinda,-6.1333,24.4833,80.53,54,100,6.29,CD,2021-09-08 08:18:28
385,Omboue,-1.5746,9.2618,79.65,68,93,3.85,GA,2021-09-08 08:18:29
386,Fereydun Kenar,36.6864,52.5225,84.51,65,89,5.93,IR,2021-09-08 08:18:29
387,Talara,-4.5772,-81.2719,64.27,83,42,16.64,PE,2021-09-08 08:18:30
388,Uarini,-2.99,-65.1083,74.41,96,100,2.3,BR,2021-09-08 08:18:30
389,Uspenka,48.3903,39.1619,65.61,29,0,3.29,UA,2021-09-08 08:18:30
390,Henties Bay,-22.116,14.2845,58.91,68,0,0.13,NA,2021-09-08 08:18:31
391,Pokaran,26.9167,71.9167,98.01,41,92,9.01,IN,2021-09-08 08:18:31
392,Kazlu Ruda,54.7667,23.5,62.58,54,13,8.72,LT,2021-09-08 08:18:31
393,North Myrtle Beach,33.816,-78.68,79.02,95,1,3.44,US,2021-09-08 08:18:11
394,Micheweni,-4.9667,39.8333,80.98,68,17,10.89,TZ,2021-09-08 08:18:32
395,Guane,22.2025,-84.0875,76.64,89,89,4.27,CU,2021-09-08 08:18:32
396,Kindia,10.0569,-12.8658,71.04,97,34,1.95,GN,2021-09-08 08:18:33
397,Yar-Sale,66.8333,70.8333,48.6,56,100,14.92,RU,2021-09-08 08:18:33
398,Hrinova,48.5779,19.5257,65.88,48,76,3.06,SK,2021-09-08 08:18:33
399,Repatriacion,-25.5333,-55.95,83.07,35,100,9.73,PY,2021-09-08 08:18:34
400,Jasper,37.2001,-94.3502,74.64,60,1,9.22,US,2021-09-08 08:18:34
401,Kalamazoo,42.2506,-85.55,64.71,94,1,4.61,US,2021-09-08 08:18:35
402,Brigantine,39.4101,-74.3646,73.99,86,0,12.17,US,2021-09-08 08:17:32
403,Vicuna,-30.0319,-70.7081,40.73,50,0,1.74,CL,2021-09-08 08:18:35
404,Clemson,34.6834,-82.8374,74.21,92,90,11.5,US,2021-09-08 08:18:35
405,Iquitos,-3.7481,-73.2472,73.44,100,0,0.0,PE,2021-09-08 08:18:36
406,Ordzhonikidze,52.4411,61.7408,58.46,29,6,15.35,KZ,2021-09-08 08:18:36
407,Sar-E Pul,35.8333,66.1667,81.59,13,0,11.41,AF,2021-09-08 08:18:37
408,Salinas,36.6777,-121.6555,73.56,88,90,4.61,US,2021-09-08 08:17:15
409,Cabedelo,-6.9811,-34.8339,74.07,83,96,13.38,BR,2021-09-08 08:18:37
410,Inongo,-1.95,18.2667,72.59,80,79,3.0,CD,2021-09-08 08:18:37
411,Sorland,67.667,12.6934,50.07,77,75,18.57,NO,2021-09-08 08:18:38
412,Grand-Lahou,5.1367,-5.0242,77.67,84,50,5.55,CI,2021-09-08 08:18:38
413,Hobyo,5.3505,48.5268,82.96,67,48,22.93,SO,2021-09-08 08:18:38
414,Altea,38.5989,-0.0514,80.38,72,100,3.91,ES,2021-09-08 08:18:39
415,Bull Savanna,17.8868,-77.5902,76.06,84,4,7.9,JM,2021-09-08 08:18:39
416,Zaysan,47.4667,84.8667,94.51,10,1,13.22,KZ,2021-09-08 08:18:40
417,Sungurlu,40.1675,34.3739,66.61,24,0,4.09,TR,2021-09-08 08:18:40
418,Sheboygan,43.7333,-87.9334,60.78,82,1,3.0,US,2021-09-08 08:18:40
419,Mafinga,-7.25,35.0667,79.68,39,1,7.25,TZ,2021-09-08 08:18:41
420,Vestmannaeyjar,63.4427,-20.2734,49.19,81,40,12.66,IS,2021-09-08 08:18:41
421,Chagoda,59.164,35.3285,52.25,93,100,11.1,RU,2021-09-08 08:18:41
422,Bay Roberts,47.5999,-53.2648,61.03,97,22,5.99,CA,2021-09-08 08:18:42
423,Iralaya,15.0,-83.2333,79.23,85,48,7.05,HN,2021-09-08 08:18:42
424,Araci,-11.3333,-38.9667,69.01,93,75,6.85,BR,2021-09-08 08:18:42
425,Nosy Varika,-20.5833,48.5333,74.86,60,40,7.83,MG,2021-09-08 08:18:43
426,Salekhard,66.53,66.6019,48.36,56,90,11.5,RU,2021-09-08 08:18:43
427,Voznesenye,61.0106,35.4781,53.51,93,100,15.12,RU,2021-09-08 08:18:44
428,Sturgeon Falls,46.3646,-79.9326,65.08,94,32,7.47,CA,2021-09-08 08:18:44
429,Itarema,-2.9248,-39.9167,77.61,75,94,15.26,BR,2021-09-08 08:18:44
430,Yendi,9.4427,-0.0099,76.75,85,100,1.54,GH,2021-09-08 08:18:45
431,Vallenar,-28.5708,-70.7581,51.06,52,0,5.14,CL,2021-09-08 08:18:45
432,Vestmanna,62.1564,-7.1664,49.12,100,90,10.36,FO,2021-09-08 08:18:45
433,Villazon,-22.0866,-65.5942,40.48,19,100,9.17,BO,2021-09-08 08:18:46
434,Palmas,-10.2128,-48.3603,75.07,83,0,5.75,BR,2021-09-08 08:14:41
435,Chimoio,-19.1164,33.4833,73.26,56,75,9.22,MZ,2021-09-08 08:18:46
436,Kayseri,38.737,35.4968,66.22,45,0,1.14,TR,2021-09-08 08:18:45
437,Sur,22.5667,59.5289,96.01,42,94,8.05,OM,2021-09-08 08:18:47
438,Barcelos,41.5388,-8.6151,69.94,92,97,7.54,PT,2021-09-08 08:17:24
439,Mehamn,71.0357,27.8492,41.18,71,100,6.11,NO,2021-09-08 08:18:47
440,Sao Borja,-28.6606,-56.0044,64.94,95,100,16.42,BR,2021-09-08 08:18:48
441,Saint-Joseph,-21.3667,55.6167,75.58,65,30,10.96,RE,2021-09-08 08:18:48
442,Svetlogorsk,52.6333,29.7333,62.58,51,56,4.92,BY,2021-09-08 08:18:49
443,Peterhead,57.5058,-1.7981,62.11,95,94,7.76,GB,2021-09-08 08:18:49
444,Aprilia,41.5895,12.6501,80.42,66,0,4.61,IT,2021-09-08 08:18:49
445,Altamira,-3.2033,-52.2064,70.65,99,84,2.68,BR,2021-09-08 08:18:50
446,Liepaja,56.5419,21.0367,64.38,77,20,18.41,LV,2021-09-08 08:18:50
447,Zhanaozen,43.3,52.8,66.87,22,100,15.86,KZ,2021-09-08 08:18:50
448,Padang,-0.9492,100.3543,80.65,72,93,5.86,ID,2021-09-08 08:18:51
449,Kommunar,59.6206,30.39,60.33,75,93,13.78,RU,2021-09-08 08:18:51
450,Martinsville,36.6915,-79.8725,70.34,100,1,0.0,US,2021-09-08 08:18:51
451,Tiruchchendur,8.4833,78.1167,100.69,55,11,18.72,IN,2021-09-08 08:18:52
452,Middle Island,40.8843,-72.9373,71.92,88,1,1.99,US,2021-09-08 08:18:52
453,Abapo,-18.8333,-63.4667,70.02,58,100,3.0,BO,2021-09-08 08:18:52
454,West Bay,19.3667,-81.4167,82.99,84,13,3.0,KY,2021-09-08 08:18:53
455,Kongolo,-5.3833,27.0,84.81,50,72,7.14,CD,2021-09-08 08:18:53
456,Malindi,-3.2175,40.1191,81.01,68,11,14.88,KE,2021-09-08 08:18:53
457,Progreso,21.2833,-89.6667,75.11,92,76,8.21,MX,2021-09-08 08:18:54
458,Salta,-24.7859,-65.4117,61.09,75,75,4.0,AR,2021-09-08 08:17:07
459,Ceres,37.5949,-120.9577,83.55,45,1,8.05,US,2021-09-08 08:18:54
460,Ondjiva,-17.0667,15.7333,82.18,16,5,6.26,AO,2021-09-08 08:18:55
461,Wageningen,51.9667,5.6667,70.23,74,42,4.61,NL,2021-09-08 08:18:55
462,Saryozek,44.3583,77.9753,89.35,11,0,10.98,KZ,2021-09-08 08:18:55
463,Humaita,-7.5061,-63.0208,76.77,62,25,2.15,BR,2021-09-08 08:18:56
464,Sinjar,36.3209,41.8754,92.79,19,0,10.13,IQ,2021-09-08 08:18:56
465,Kangaatsiaq,68.3065,-53.4641,35.62,61,1,5.97,GL,2021-09-08 08:18:56
466,Honningsvag,70.9821,25.9704,40.75,81,40,6.91,NO,2021-09-08 08:18:57
467,Charlottesville,38.0293,-78.4767,66.47,95,20,5.75,US,2021-09-08 08:18:57
468,Salisbury,51.0693,-1.7957,72.23,66,0,9.22,GB,2021-09-08 08:18:57
469,Felipe Carrillo Puerto,19.5833,-88.05,74.95,97,100,1.9,MX,2021-09-08 08:18:58
470,Butembo,0.15,29.2833,67.86,74,75,2.71,CD,2021-09-08 08:18:58
471,Porto Novo,6.4965,2.6036,82.22,75,99,6.35,BJ,2021-09-08 08:18:58
472,Roald,62.5833,6.1333,61.9,94,75,14.97,NO,2021-09-08 08:18:59
473,Coro,11.4045,-69.6734,78.24,86,58,10.09,VE,2021-09-08 08:18:59
474,Ginir,7.1333,40.7,70.54,55,77,10.16,ET,2021-09-08 08:19:00
475,Muhos,64.808,25.9931,55.18,80,93,9.53,FI,2021-09-08 08:19:00
476,Dudinka,69.4058,86.1778,51.12,68,100,7.9,RU,2021-09-08 08:19:00
477,The Valley,18.217,-63.0578,81.82,76,9,6.53,AI,2021-09-08 08:19:01
478,Challapata,-18.9,-66.7667,39.79,35,100,3.13,BO,2021-09-08 08:19:01
479,Effium,6.6292,8.0593,76.57,91,99,5.91,NG,2021-09-08 08:19:02
480,Sangmelima,2.9333,11.9833,68.5,98,100,1.23,CM,2021-09-08 08:19:02
481,Anaco,9.4389,-64.4728,72.66,93,100,7.0,VE,2021-09-08 08:19:02
482,Kalabo,-14.97,22.6814,88.34,12,0,10.09,ZM,2021-09-08 08:19:03
483,Chapleau,47.8405,-83.4034,53.64,97,100,9.89,CA,2021-09-08 08:15:20
484,Sarandi,-23.4436,-51.8739,70.34,59,9,11.7,BR,2021-09-08 08:19:03
485,Turukhansk,65.8167,87.9833,60.19,52,99,9.8,RU,2021-09-08 08:19:04
486,Saint-Raymond,45.467,-73.6095,65.26,80,90,3.44,CA,2021-09-08 08:19:04
487,Wegrow,52.3995,22.0163,64.2,58,46,4.43,PL,2021-09-08 08:19:04
488,Dasoguz,41.8363,59.9666,84.31,34,0,16.11,TM,2021-09-08 08:19:05
489,Santa Maria,-29.6842,-53.8069,61.45,98,100,7.09,BR,2021-09-08 08:14:54
490,Menongue,-14.6585,17.691,86.29,13,12,7.7,AO,2021-09-08 08:19:05
491,Riyadh,24.6877,46.7219,107.65,7,0,20.71,SA,2021-09-08 08:18:10
492,Waddan,29.1614,16.139,78.78,57,0,3.4,LY,2021-09-08 08:19:06
493,Awjilah,29.1081,21.2869,85.41,37,0,9.35,LY,2021-09-08 08:19:06
